OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
15098,1590905,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1441,2022/05/24 22:40:00+00
15099,1590910,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1286,2022/05/28 07:01:00+00
15100,1590912,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1286,2022/05/27 23:00:00+00
15101,1590914,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0762,2022/04/23 23:08:00+00
15102,1590915,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1653,2022/05/30 09:00:00+00
15103,1590916,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0744,2022/05/30 06:30:00+00
15104,1590918,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1131,2022/05/20 03:49:00+00
15105,1590919,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1086,2022/05/24 15:38:00+00
15106,1590920,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1041,2022/05/24 21:03:00+00
15107,1590921,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1018,2022/05/29 08:22:00+00
15108,1590922,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0937,2022/05/27 07:35:00+00
15109,1590923,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0447,2022/05/30 00:00:00+00
15110,1590924,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,1351,2022/05/29 08:06:00+00
15111,1590925,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1C,0438,2022/05/29 05:02:00+00
15112,1590926,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5B,1621,2022/05/27 20:55:00+00
15113,1590927,3562,7,NARCOTICS,11357(B)(2) POSS MARIJ <28.5G OVR 18,5,5B,1359,2022/05/30 07:53:00+00
15114,1590929,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0233,2022/05/29 21:00:00+00
15115,1590930,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,4,4C,1251,2022/05/30 07:00:00+00
15116,1590931,5202,12,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-MIS,1,1C,0436,2022/05/29 06:42:00+00
15117,1590932,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,1,1C,0447,2022/05/30 04:50:00+00
15118,1590933,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0737,2022/05/30 11:34:00+00
15119,1590938,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0525,2022/05/30 02:07:00+00
15120,1590940,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1051,2022/05/29 07:36:00+00
15121,1590941,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1071,2022/05/29 07:23:00+00
15122,1590942,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0766,2022/05/30 06:00:00+00
15123,1590943,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,1,1B,0435,2022/05/17 19:34:00+00
15124,1590946,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1146,2022/05/25 00:00:00+00
15125,1590947,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0843,2022/05/24 21:30:00+00
15126,1590951,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0734,2022/05/30 16:51:00+00
15127,1590954,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0831,2022/05/29 16:35:00+00
15128,1590956,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2A,0506,2022/05/29 12:48:00+00
15129,1590957,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0774,2022/05/29 22:43:00+00
15130,1590961,2099,7,ARSON,452(B) CAUSE FIRE/INHAB STRUCT,6,6E,1106,2022/05/27 21:55:00+00
15131,1590964,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,5,5A,1361,2022/05/30 09:14:00+00
15132,1590965,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2022/05/29 00:00:00+00
15133,1590966,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1502,2022/05/30 22:30:00+00
15134,1590967,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3B,0768,2022/05/30 21:43:00+00
15135,1590968,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1113,2022/05/29 06:00:00+00
15136,1590970,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,1134,2022/05/30 09:36:00+00
15137,1590973,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5C,1606,2022/05/26 18:00:00+00
15138,1590974,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5B,1399,2022/05/26 18:32:00+00
15139,1590975,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5A,1522,2022/05/15 07:34:00+00
15140,1590976,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0104,2022/05/22 04:46:00+00
15141,1590977,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0714,2022/05/29 09:39:00+00
15142,1590978,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0704,2022/05/29 20:30:00+00
15143,1590979,5299,134,WEAPON OFFENSE,22810(G)(1) ILL USE TEARGAS,3,3M,0744,2022/05/29 22:32:00+00
15144,1590980,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,1606,2022/05/30 01:59:00+00
15145,1590981,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1603,2022/05/28 05:05:00+00
15146,1590982,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6E,0876,2022/05/28 09:26:00+00
15147,1590983,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,0741,2022/05/29 01:32:00+00
15148,1590984,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,1,1C,0429,2022/05/30 07:20:00+00
15149,1590985,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0871,2022/05/24 17:39:00+00
15150,1590986,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0707,2022/05/24 21:53:00+00
15151,1590992,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0527,2022/05/27 13:35:00+00
15152,1590993,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0763,2022/05/28 03:18:00+00
15153,1590994,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2022/04/13 18:27:00+00
15154,1590996,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1294,2022/05/21 03:04:00+00
15155,1590997,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0927,2022/05/26 02:17:00+00
15156,1590999,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0767,2022/05/23 17:30:00+00
15157,1591000,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0855,2022/05/25 01:10:00+00
15158,1591001,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1391,2022/04/04 00:41:00+00
15159,1591002,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0746,2022/05/22 08:20:00+00
15160,1591003,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0824,2022/05/23 02:25:00+00
15161,1591004,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0602,2022/05/19 22:50:00+00
15162,1591007,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0313,2022/05/23 16:00:00+00
15163,1591008,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1391,2022/05/19 20:11:00+00
15164,1591010,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0301,2022/05/25 21:43:00+00
15165,1591011,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2022/05/18 14:00:00+00
15166,1591012,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6B,1401,2022/05/30 18:21:00+00
15167,1591013,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4C,1227,2022/05/30 22:06:00+00
15168,1591014,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6B,1401,2022/05/30 16:18:00+00
15169,1591018,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0716,2022/05/30 22:13:00+00
15170,1591019,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1621,2022/05/31 00:11:00+00
15171,1591020,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1A,0356,2022/05/29 22:17:00+00
15172,1591021,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1086,2022/05/30 05:00:00+00
15173,1591023,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,3,3A,0706,2022/05/31 02:11:00+00
15174,1591024,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1018,2022/05/30 10:45:00+00
15175,1591026,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0725,2022/05/30 23:00:00+00
15176,1591027,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0418,2022/05/31 05:00:00+00
15177,1591028,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,1,1C,0409,2022/05/31 01:26:00+00
15178,1591029,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,2,2A,0233,2022/05/31 02:04:00+00
15179,1591030,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1392,2022/05/30 14:00:00+00
15180,1591031,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2A,0233,2022/05/31 05:16:00+00
15181,1591032,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1356,2022/04/14 17:02:00+00
15182,1591033,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1071,2022/04/14 15:48:00+00
15183,1591035,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1639,2022/03/14 10:04:00+00
15184,1591036,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0404,2022/03/14 14:06:00+00
15185,1591037,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,2022/05/29 04:30:00+00
15186,1591038,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2B,0545,2022/05/26 18:30:00+00
15187,1591039,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1647,2022/05/29 03:00:00+00
15188,1591040,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0777,2022/05/31 04:00:00+00
15189,1591042,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1382,2022/05/29 21:13:00+00
15190,1591043,2099,5,ARSON,455 PC ARSON-ATTEMPT,6,6C,1132,2022/05/31 08:30:00+00
15191,1591044,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1064,2022/05/30 01:06:00+00
15192,1591045,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1394,2022/03/20 23:40:00+00
15193,1591047,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0909,2022/05/29 23:27:00+00
15194,1591048,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1396,2022/03/28 17:47:00+00
15195,1591050,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0473,2022/05/22 03:47:00+00
15196,1591051,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1606,2022/05/30 01:48:00+00
15197,1591052,2602,0,FRAUD,FRAUD-SWINDLE,4,4C,1295,2022/05/14 06:58:00+00
15198,1591054,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0752,2022/05/22 08:49:00+00
15199,1591055,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,6,6A,1032,2022/05/31 15:10:00+00
15200,1591056,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0557,2022/05/29 02:29:00+00
15201,1591057,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0746,2022/05/23 05:05:00+00
15202,1591059,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0742,2022/05/25 09:24:00+00
15203,1591060,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0111,2022/05/31 06:00:00+00
15204,1591061,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1081,2022/05/27 03:57:00+00
15205,1591063,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,UI,UI,UI,2022/05/27 10:06:00+00
15206,1591064,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4B,0969,2022/05/27 17:29:00+00
15207,1591065,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1639,2022/05/24 15:18:00+00
15208,1591068,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4B,0969,2022/05/27 17:29:00+00
15209,1591069,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0403,2022/05/28 17:27:00+00
15210,1591071,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,0969,2022/05/08 12:00:00+00
15211,1591072,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,4,4C,1269,2022/05/28 08:28:00+00
15212,1591073,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0708,2022/05/31 01:37:00+00
15213,1591074,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1427,2022/05/28 14:04:00+00
15214,1591075,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1653,2022/05/28 19:13:00+00
15215,1591076,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1286,2022/04/11 23:33:00+00
15216,1591077,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,1,1A,0336,2022/05/30 04:01:00+00
15217,1591078,5212,57,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,2,2B,0521,2022/05/30 15:42:00+00
15218,1591079,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0746,2022/05/28 13:33:00+00
15219,1591080,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0703,2022/05/28 19:50:00+00
15220,1591082,5707,0,PRIVACY,602 PC TRESPASS,4,4A,0905,2022/05/29 00:23:00+00
15221,1591083,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,UI,UI,UI,2022/05/29 00:31:00+00
15222,1591085,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1086,2022/05/29 16:02:00+00
15223,1591086,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,6,6D,0841,2022/05/29 22:45:00+00
15224,1591087,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0742,2022/05/29 04:30:00+00
15225,1591089,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1645,2022/05/27 23:05:00+00
15226,1591091,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,0447,2022/05/29 10:00:00+00
15227,1591092,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0824,2022/05/26 16:30:00+00
15228,1591094,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0611,2022/05/28 07:00:00+00
15229,1591095,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1639,2022/05/28 21:44:00+00
15230,1591096,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0888,2022/05/23 12:00:00+00
15231,1591097,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0788,2022/05/28 04:00:00+00
15232,1591098,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0468,2022/05/19 18:30:00+00
15233,1591099,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0233,2022/05/29 01:00:00+00
15234,1591100,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0871,2022/05/17 01:30:00+00
15235,1591101,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0232,2022/05/31 02:04:00+00
15236,1591102,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0888,2022/05/23 11:00:00+00
15237,1591103,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2022/05/22 22:15:00+00
15238,1591104,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0542,2022/05/31 05:17:00+00
15239,1591105,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,0617,2022/05/24 21:30:00+00
15240,1591107,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,0617,2022/05/20 16:24:00+00
15241,1591109,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0766,2022/05/26 20:55:00+00
15242,1591114,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,0447,2022/05/31 08:39:00+00
15243,1591116,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,1101,2022/05/21 13:11:00+00
15244,1591117,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2022/05/22 21:30:00+00
15245,1591118,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1647,2022/05/16 18:30:00+00
15246,1591119,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2022/05/23 17:10:00+00
15247,1591120,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0861,2022/05/31 23:00:00+00
15248,1591122,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6B,1401,2022/05/29 01:11:00+00
15249,1591123,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0103,2022/05/23 12:54:00+00
15250,1591124,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1606,2022/05/29 01:15:00+00
15251,1591126,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0801,2022/05/19 09:30:00+00
15252,1591127,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0832,2022/05/27 19:00:00+00
15253,1591128,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6D,0821,2022/05/21 21:00:00+00
15254,1591129,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1259,2022/05/29 00:00:00+00
15255,1591130,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0305,2022/05/20 19:05:00+00
15256,1591131,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0746,2022/05/22 18:30:00+00
15257,1591132,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,1102,2022/05/31 19:03:00+00
15258,1591133,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1086,2022/05/22 19:10:00+00
15259,1591134,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3A,0785,2022/05/31 16:30:00+00
15260,1591136,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1297,2022/05/21 15:40:00+00
15261,1591137,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,2,2C,0626,2022/05/29 04:16:00+00
15262,1591138,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2022/05/31 20:30:00+00
15263,1591139,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,1621,2022/05/21 08:00:00+00
15264,1591141,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0888,2022/05/27 22:00:00+00
15265,1591143,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0744,2022/05/31 21:04:00+00
15266,1591144,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1443,2022/05/29 05:20:00+00
15267,1591145,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1294,2022/05/20 18:50:00+00
15268,1591146,3562,7,NARCOTICS,11357(B)(2) POSS MARIJ <28.5G OVR 18,3,3M,0741,2022/05/29 05:39:00+00
15269,1591147,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2022/05/31 01:23:00+00
15270,1591148,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0531,2022/04/26 17:30:00+00
15271,1591152,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2B,0523,2022/05/29 09:12:00+00
15272,1591153,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0763,2022/05/29 10:26:00+00
15273,1591154,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0735,2022/05/21 01:00:00+00
15274,1591155,5213,5B,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-M,2,2C,0602,2022/05/29 11:11:00+00
15275,1591156,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0544,2022/05/29 12:16:00+00
15276,1591158,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5C,1654,2022/05/24 23:25:00+00
15277,1591159,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0841,2022/05/21 17:45:00+00
15278,1591162,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2B,0553,2022/05/20 10:00:00+00
15279,1591167,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1391,2022/05/13 23:19:00+00
15280,1591169,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0541,2022/05/23 03:30:00+00
15281,1591170,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2B,0552,2022/05/29 07:01:00+00
15282,1591171,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0701,2022/05/21 07:00:00+00
15283,1591172,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,2022/05/28 01:30:00+00
15284,1591173,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1274,2022/05/07 19:37:00+00
15285,1591174,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1445,2022/05/29 08:23:00+00
15286,1591175,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6E,0888,2022/05/29 14:02:00+00
15287,1591176,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1253,2022/05/29 06:00:00+00
15288,1591178,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1051,2022/05/29 04:00:00+00
15289,1591183,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1134,2022/05/29 01:30:00+00
15290,1591184,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0715,2022/05/26 20:24:00+00
15291,1591185,5207,13,WEAPON OFFENSE,18740 DEST DEV INT TO INJ,4,4A,1221,2022/05/29 11:30:00+00
15292,1591189,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0501,2022/05/28 05:00:00+00
15293,1591191,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1409,2022/05/29 19:06:00+00
15294,1591193,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,6,6B,1421,2022/05/22 15:18:00+00
15295,1591195,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2A,0235,2022/01/15 07:55:00+00
15296,1591196,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0603,2022/05/29 20:02:00+00
15297,1591197,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0568,2022/05/26 00:15:00+00
15298,1591199,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0563,2022/05/21 04:00:00+00
15299,1591201,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1369,2022/05/25 22:34:00+00
15300,1591204,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2022/05/23 04:00:00+00
15301,1591206,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0442,2022/05/29 03:00:00+00
15302,1591207,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0437,2022/05/30 00:06:00+00
15303,1591210,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1506,2022/05/26 02:55:00+00
15304,1591212,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,0765,2022/05/27 18:32:00+00
15305,1591216,5499,13,TRAFFIC VIO,23109(A)ILLEGAL SPEED CONTEST,6,6C,1409,2022/05/23 05:37:00+00
15306,1591232,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0541,2022/04/02 01:28:00+00
15307,1591233,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0738,2022/05/26 02:05:00+00
15308,1591234,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1403,2022/05/23 03:53:00+00
15309,1591235,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1114,2022/05/26 15:10:00+00
15310,1591236,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0732,2022/05/31 21:12:00+00
15311,1591239,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0988,2022/02/18 18:52:00+00
15312,1591240,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0709,2022/05/15 13:02:00+00
15313,1591241,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0704,2022/03/31 17:41:00+00
15314,1591242,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1359,2022/05/30 02:45:00+00
15315,1591243,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0843,2022/05/30 23:27:00+00
15316,1591244,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0777,2022/06/01 00:00:00+00
15317,1591245,2604,0,FRAUD,529(A) FALSE PERSONATION-FEL,2,2C,0614,2022/05/30 02:50:00+00
15318,1591248,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1424,2022/05/22 00:27:00+00
15319,1591251,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,UI,UI,UI,2022/05/31 21:29:00+00
